recency,frequency,monetary
106,2,96.21
13,5,893.29
363,2,97.44
503,1,29.31
503,1,44.97
48,3,174.4
503,1,11.77
502,1,28.33
14,4,1009.32
301,2,118.69
22,1,32.94
197,4,353.03
464,3,130.59
503,1,29.33
503,1,14.96
140,4,192.78
503,1,14.79
503,1,39.96
324,4,583.88
503,1,14.37
371,1,58.91
503,1,36.78
503,1,24.74
25,4,394.49
177,2,205.76
503,1,57.74
458,2,49.96
503,1,40.51
503,1,36.51
233,2,87.44
503,1,14.37
131,1,26.76
503,1,43.75
208,2,57.46
503,1,12.49
183,3,167.59
269,3,157.94
468,2,119.89
503,1,14.96
503,1,14.37
503,1,14.37
498,2,42.3
244,2,89.39
503,1,31.8
480,1,149.86
503,1,11.99
118,3,191.63
503,1,14.99
19,2,41.33
503,1,25.34
246,2,94.31
238,4,262.52
503,1,12.49
243,2,156.56
503,1,14.96
190,4,303.21
503,1,9.77
46,3,286.55
503,1,91.7
503,1,39.7
106,2,173.58
0,3,283.04
220,2,37.35
503,1,14.37
106,3,161.35
494,2,146.29
160,3,346.14
503,1,19.3
259,1,51.23
315,2,43.72
483,1,26.78
502,1,16.36
502,1,59.73
65,2,114.28
115,1,30.79
8,3,358.15
49,2,74.61
503,1,28.74
71,3,297.33
48,2,468.36
419,1,22.54
235,3,115.8
373,1,41.32
289,2,42.94
63,5,581.29
503,1,24.78
503,1,14.99
503,1,75.97
9,2,43.03
13,4,354.55
203,2,60.72
192,6,503.51
93,3,142.93
378,1,25.14
503,1,14.79
503,1,16.76
360,3,147.39
13,3,264.3
503,1,43.34
126,2,81.91
503,1,37.79
503,1,11.77
488,2,96.36
503,1,118.59
503,1,28.27
228,2,50.24
503,1,29.33
503,1,11.77
316,3,71.64
503,1,54.89
367,2,45.89
503,1,15.96
38,4,186.23
503,1,16.99
503,1,8.77
471,2,50.44
503,1,19.3
473,1,49.4
443,2,73.75
503,1,18.99
503,1,17.9
503,1,56.83
503,1,15.96
503,1,19.54
497,2,97.11
503,1,27.54
503,1,26.99
502,1,12.49
213,5,393.96
503,1,14.77
433,4,353.21
503,1,37.97
503,1,62.97
483,2,41.9
503,1,15.96
503,1,12.97
479,1,59.65
44,4,291.59
503,1,11.99
11,4,317.14
503,1,16.36
175,2,69.68
475,2,43.29
503,1,30.72
503,1,43.3
503,1,23.95
223,3,91.8
503,1,31.66
503,1,24.98
503,1,14.79
503,1,12.97
503,1,49.99
490,1,55.46
503,1,9.77
503,1,34.53
20,4,389.5
307,1,26.98
96,5,481.3
127,2,61.62
484,1,41.54
503,1,35.91
28,1,223.2
503,1,29.58
120,2,51.53
503,1,11.77
481,1,13.97
489,1,31.73
74,2,117.17
503,1,15.36
503,1,47.28
16,3,193.49
173,4,214.18
503,1,16.7
259,1,97.4
503,1,49.08
475,1,58.65
503,1,29.99
41,2,122.17
477,1,22.54
503,1,24.37
503,1,50.67
367,1,56.06
494,2,59.46
463,2,62.64
478,1,20.76
406,2,93.1
18,3,206.98
503,1,45.68
503,1,13.97
503,1,15.36
24,4,442.56
503,1,9.77
411,2,38.88
120,1,85.05
503,1,41.98
503,1,43.7
23,2,147.19
503,1,42.77
211,3,75.8
503,1,83.82
418,2,195.25
373,2,68.67
128,4,143.71
339,3,172.27
503,1,69.96
503,1,15.36
503,1,14.37
108,3,276.25
413,2,48.68
175,2,86.72
503,1,11.77
498,1,75.3
162,1,36.36
503,1,24.98
123,2,49.52
503,1,18.36
503,1,16.7
68,2,70.45
503,1,12.97
503,1,69.97
503,1,9.77
499,2,45.29
503,1,49.3
503,1,14.37
503,1,26.14
171,1,52.21
452,2,73.25
16,1,73.15
502,1,52.5
464,2,55.66
503,1,9.77
72,4,336.53
503,1,14.96
57,2,63.82
503,1,88.44
503,1,13.97
107,2,95.64
418,2,56.06
84,1,59.61
503,1,31.72
503,1,53.71
503,1,53.5
503,1,38.31
503,1,14.37
177,3,100.06
54,5,305.6
503,1,9.97
478,2,72.94
476,1,13.97
503,1,12.49
101,3,306.81
503,1,26.54
18,2,118.48
503,1,14.96
502,1,100.4
22,2,102.4
212,3,359.73
23,3,135.5
103,2,128.56
475,1,4.79
503,1,14.99
503,1,42.77
229,3,186.7
503,1,67.06
503,1,17.76
236,1,38.36
79,2,145.7
340,3,99.4
503,1,14.37
455,2,98.38
488,3,151.25
492,2,51.48
21,2,264.05
503,1,26.33
158,3,412.47
501,1,34.44
487,1,28.74
503,1,15.36
183,1,27.26
503,1,15.9
112,3,127.64
118,3,160.37
502,1,24.33
503,1,80.83
52,3,343.89
502,1,37.47
502,1,30.32
502,1,19.99
502,1,25.54
502,1,11.99
502,1,26.99
502,1,11.77
502,1,75.83
82,3,114.04
421,1,49.46
502,1,14.37
23,5,216.24
194,3,162.11
1,4,287.3
419,1,121.16
47,4,224.4
502,1,26.14
379,2,89.5
10,4,213.81
464,2,61.18
495,1,46.48
98,5,538.62
370,2,58.66
231,3,425.83
502,1,27.74
45,6,431.66
502,1,32.72
495,1,44.29
93,2,79.37
502,1,28.34
442,1,28.74
479,2,78.63
502,1,35.93
53,3,69.49
502,1,13.97
451,2,51.32
502,1,28.76
40,4,237.36
502,1,55.47
502,1,95.39
375,2,68.43
502,1,14.96
213,2,56.19
502,1,49.99
502,1,11.77
501,2,57.92
141,4,353.47
55,3,256.96
378,2,70.45
502,1,11.77
502,1,11.77
502,1,56.28
502,1,27.13
502,1,16.36
16,2,182.6
502,1,69.99
491,2,83.67
116,2,95.2
196,2,44.77
502,1,87.58
502,1,77.42
302,2,115.42
12,3,169.51
12,11,2594.33
502,1,18.76
502,1,19.99
429,2,41.3
11,5,423.17
502,1,14.37
224,2,87.88
502,1,37.99
502,1,14.96
502,1,37.31
6,6,521.25
462,2,108.91
502,1,27.91
502,1,28.45
94,2,33.95
502,1,19.99
502,1,40.9
502,1,11.77
502,1,40.11
502,1,56.65
502,1,25.34
226,2,204.22
99,3,170.17
502,1,71.84
502,1,47.76
173,1,33.23
502,1,15.96
483,1,106.49
502,1,48.67
9,5,831.75
50,3,152.46
439,2,164.63
320,4,199.27
502,1,11.77
502,1,62.47
496,2,244.74
502,1,22.74
502,1,28.77
502,1,29.99
371,2,60.48
158,4,219.1
145,2,86.09
502,1,13.97
62,4,229.69
502,1,15.36
502,1,12.97
502,1,11.99
502,1,14.37
502,1,42.89
502,1,11.77
72,2,86.36
65,2,167.82
344,2,43.5
339,3,99.97
1,3,174.1
502,1,155.54
19,5,515.82
267,2,56.82
502,1,20.0
369,1,58.07
502,1,11.77
502,1,13.97
165,1,36.45
460,1,56.38
502,1,28.74
502,1,28.33
160,3,121.29
249,3,192.87
502,1,27.77
293,1,33.96
235,1,76.16
501,1,42.09
422,2,110.0
502,1,93.45
502,1,14.96
502,1,6.77
502,1,29.33
235,4,216.66
88,2,88.67
502,1,29.33
496,1,15.96
502,1,12.49
502,1,26.5
502,1,19.99
68,1,53.71
126,3,80.13
55,2,292.08
210,1,40.69
488,2,39.95
502,1,9.99
19,3,177.78
28,2,89.92
502,1,43.95
175,4,548.65
502,1,46.76
498,1,34.54
179,2,68.46
502,1,59.28
163,3,111.67
313,1,219.94
502,1,9.77
281,2,30.34
502,1,27.94
500,1,69.24
502,1,12.49
502,1,41.99
6,4,307.17
502,1,14.77
451,3,118.46
70,7,893.63
502,1,57.27
502,1,15.96
343,4,216.08
502,1,10.77
502,1,10.97
502,1,26.97
502,1,36.71
124,6,609.79
502,1,73.22
192,4,163.14
502,1,26.73
143,2,69.27
393,2,60.66
50,3,187.23
502,1,15.36
116,1,61.39
300,3,252.18
493,2,44.11
493,2,40.93
502,1,23.54
34,3,273.58
502,1,11.99
247,2,88.89
139,1,44.47
502,1,27.16
502,1,5.78
502,1,13.97
99,2,61.62
401,2,96.44
480,2,33.33
85,5,431.94
124,2,37.53
502,1,13.97
57,2,97.2
12,7,814.99
342,2,79.99
502,1,19.99
481,3,164.8
488,1,32.74
502,1,9.97
440,1,60.2
502,1,20.99
502,1,63.33
334,1,31.32
502,1,13.97
136,2,51.31
85,3,165.65
502,2,63.75
275,3,86.76
191,2,68.78
502,1,11.77
502,1,15.96
101,2,152.9
168,2,71.72
502,1,42.1
202,3,312.04
451,1,28.13
494,1,113.13
502,1,52.42
502,1,15.36
502,1,60.84
502,1,14.37
17,3,80.42
322,2,206.56
16,5,499.06
502,1,39.5
499,1,37.54
502,1,14.9
502,1,6.77
502,1,14.37
279,2,62.83
502,1,37.98
99,2,88.95
502,1,11.77
502,1,29.99
502,1,22.76
502,1,29.92
85,2,46.34
227,2,199.3
17,2,212.75
502,1,15.3
485,2,97.57
502,1,13.97
165,2,77.08
502,1,99.62
276,2,74.0
501,1,56.28
20,4,738.48
502,1,22.77
100,2,60.86
222,3,118.71
355,1,37.51
490,1,4.79
179,2,52.97
501,1,171.67
290,2,65.7
489,4,1134.15
501,1,14.37
501,1,14.79
501,1,14.99
335,3,245.45
501,1,33.98
45,3,250.31
197,2,76.21
501,1,65.37
496,1,17.76
501,1,34.71
266,2,164.43
52,2,55.28
501,1,25.0
501,1,16.7
501,1,14.37
231,3,337.12
436,4,214.52
26,3,146.29
101,3,151.79
495,2,84.61
489,1,64.74
387,4,282.5
501,1,21.95
501,1,49.96
485,1,26.14
501,1,13.77
22,3,179.62
501,1,10.77
283,2,41.32
251,2,84.47
501,1,41.77
1,1,391.87
501,1,66.43
28,3,111.91
368,1,25.13
494,2,145.44
501,1,11.77
371,1,28.96
501,1,28.33
11,4,174.27
501,1,15.36
501,1,23.54
499,1,106.53
501,1,25.26
493,2,137.02
501,1,14.96
317,1,26.73
3,11,2102.92
158,4,162.1
62,3,192.25
488,3,120.56
183,2,85.64
21,2,60.01
79,1,54.11
501,1,11.57
50,2,118.58
501,1,42.03
501,1,11.77
501,1,10.97
480,1,31.98
501,1,13.97
14,8,3798.24
145,1,76.68
501,1,14.96
240,2,75.4
497,2,327.4
501,1,25.14
141,2,118.4
501,1,14.79
501,1,19.99
501,1,14.96
501,1,26.77
501,1,11.77
362,3,157.56
497,1,23.94
101,2,38.97
501,1,14.96
496,2,134.54
341,2,146.06
193,2,52.72
501,1,13.97
501,1,13.77
501,1,29.33
87,2,61.82
501,1,15.36
501,1,29.99
501,1,15.9
501,1,15.96
501,1,17.76
384,1,37.1
501,1,18.77
497,2,80.82
406,2,69.17
29,3,198.44
3,4,216.42
74,1,35.76
501,1,44.88
501,1,6.79
321,3,162.23
501,1,9.58
497,1,26.74
427,2,42.71
501,1,14.37
501,1,38.77
501,1,41.54
501,1,14.96
498,1,37.48
501,1,13.77
501,1,15.36
176,1,29.76
451,2,71.7
498,2,36.11
501,1,26.73
63,1,71.94
338,3,173.71
501,1,14.37
501,1,11.77
501,1,16.7
493,1,25.96
499,1,52.87
230,1,87.28
358,1,32.74
501,1,13.97
501,1,105.84
66,3,258.52
501,1,27.34
497,1,49.48
57,2,157.53
501,1,30.72
25,3,266.65
244,3,134.1
501,1,22.99
501,1,27.94
266,4,254.86
501,1,36.31
167,1,18.48
501,1,25.94
400,1,34.99
488,1,96.11
162,3,116.66
501,1,13.97
327,2,75.21
501,1,14.37
501,1,16.36
501,1,17.75
501,1,190.86
501,1,11.77
57,4,364.5
117,2,56.3
20,6,608.82
234,3,197.89
71,4,226.74
476,1,67.97
454,2,82.43
501,1,17.9
500,1,45.29
145,2,123.08
501,1,14.99
501,1,23.54
501,1,130.69
121,2,136.6
135,1,83.94
491,1,89.98
501,1,156.82
474,2,157.01
76,2,158.53
37,4,230.92
501,1,11.77
20,2,118.4
501,1,31.52
4,4,1537.78
71,2,39.52
501,1,58.51
298,3,119.0
67,3,225.91
219,1,67.98
208,4,263.23
57,4,473.53
501,1,42.44
501,1,14.96
501,1,42.31
501,1,5.78
133,1,46.73
11,4,551.37
501,1,12.49
501,1,19.94
501,1,33.51
168,2,176.18
501,1,39.97
501,1,12.49
196,3,98.91
482,2,74.12
31,1,24.85
501,1,34.97
134,2,166.29
289,2,59.69
89,3,155.61
129,1,32.57
501,1,14.96
383,4,263.22
440,2,41.64
172,2,99.79
501,1,12.49
148,2,145.55
499,1,37.51
475,2,28.86
486,1,15.36
432,2,95.61
199,1,37.43
115,2,92.89
501,1,15.76
501,1,27.34
501,1,14.37
501,1,40.7
501,1,26.57
87,4,360.25
501,1,9.77
26,3,294.08
501,1,14.37
479,2,78.51
501,1,29.98
407,2,65.05
18,2,91.58
501,1,12.97
117,3,126.52
16,3,107.93
501,1,221.18
499,2,104.34
41,2,194.5
336,1,31.53
501,1,13.97
19,3,241.87
72,3,332.44
501,1,28.34
501,1,14.37
501,1,19.3
450,2,89.97
464,1,17.96
175,3,79.65
500,1,67.51
194,1,35.75
129,2,112.74
10,4,257.88
500,1,21.99
500,1,12.77
474,1,24.98
44,3,206.45
99,4,326.13
500,1,16.36
500,1,35.51
37,4,264.73
133,2,72.12
500,1,14.37
366,4,477.39
500,1,33.93
3,3,112.22
99,5,291.58
182,1,39.62
500,1,43.3
500,1,25.74
112,3,124.58
50,3,139.84
16,7,745.71
500,1,28.34
405,3,223.06
74,4,185.37
500,1,27.94
500,1,14.9
500,1,11.77
500,1,36.99
500,1,21.99
120,1,60.58
480,2,92.57
62,5,451.65
75,2,120.35
500,1,34.98
243,2,76.7
500,1,41.1
500,1,32.68
404,2,322.29
500,1,14.37
499,1,46.88
500,1,6.79
500,1,12.49
500,1,9.97
81,4,345.56
500,1,94.08
74,3,129.51
159,2,73.88
117,3,159.28
500,1,25.96
500,1,14.37
235,2,92.55
500,1,11.77
59,5,481.31
4,6,913.94
478,1,28.93
500,1,12.49
500,1,60.85
89,1,36.98
500,1,37.76
500,1,7.98
406,3,281.21
500,1,35.31
455,1,155.73
107,1,23.76
500,1,17.3
152,2,129.91
500,1,11.77
500,1,6.79
500,1,15.99
106,4,232.25
500,1,26.73
225,2,86.17
500,1,58.09
500,1,14.37
500,1,49.99
500,1,13.97
143,3,130.56
215,4,249.37
500,1,45.28
435,2,115.91
486,2,52.07
500,1,14.37
500,1,28.34
248,3,292.58
500,1,14.96
496,1,26.36
500,1,15.96
234,4,179.53
500,1,4.79
150,7,643.83
128,2,40.33
500,1,10.77
500,1,59.85
500,1,18.36
500,1,29.99
500,1,50.27
500,1,22.3
500,1,15.96
500,1,24.98
500,1,14.37
226,1,54.61
38,4,288.09
500,1,101.11
444,3,369.11
500,1,56.45
500,1,22.37
500,1,16.99
500,1,11.99
500,1,60.42
20,2,314.29
457,2,42.95
485,2,69.48
3,2,102.24
411,1,52.83
338,2,53.46
500,1,11.77
500,1,19.99
167,3,229.42
466,2,100.61
108,4,210.11
483,1,24.98
209,2,61.7
208,3,247.15
78,4,288.84
500,1,14.37
500,1,14.37
500,1,26.34
500,1,81.1
481,2,131.91
500,1,12.49
500,1,8.77
296,2,72.86
500,1,6.79
17,2,75.45
495,1,3.99
500,1,14.79
500,1,28.93
40,2,62.95
500,1,58.85
500,1,14.37
500,1,26.14
500,1,12.49
500,1,26.73
500,1,13.97
103,2,56.34
33,2,155.81
500,1,33.7
475,1,19.54
500,1,12.97
391,4,227.9
500,1,15.96
500,1,35.26
499,1,86.52
500,1,14.96
496,2,41.23
500,1,28.47
260,2,59.71
106,1,29.47
101,2,38.12
500,1,14.96
100,3,220.66
199,3,89.21
500,1,44.51
500,1,49.78
259,1,32.48
500,1,9.97
248,1,38.45
331,1,48.48
500,1,13.97
500,1,30.15
219,3,126.2
117,3,170.96
138,3,107.32
500,1,14.9
500,1,49.97
500,1,18.36
500,1,15.36
194,2,73.25
490,2,218.34
200,2,107.93
101,2,96.42
86,1,95.34
93,1,47.7
500,1,25.74
500,1,29.73
499,1,72.04
500,1,47.97
500,1,29.73
155,4,225.18
306,1,42.3
482,1,15.56
418,2,60.06
500,1,18.27
500,1,6.49
500,1,17.94
343,3,338.69
500,1,14.96
32,3,163.09
123,4,425.66
500,1,15.9
484,2,51.75
28,6,539.98
19,4,265.19
500,1,3.99
440,1,19.28
500,1,4.79
500,1,44.96
373,2,110.99
500,1,13.97
495,1,14.96
190,2,68.29
500,1,65.02
453,3,176.66
481,2,43.68
175,2,74.21
103,2,63.44
500,1,14.37
119,2,67.46
500,1,14.96
500,1,15.36
500,1,12.97
412,2,126.23
500,1,29.37
198,3,72.32
500,1,12.49
232,2,86.67
499,1,46.28
500,1,11.77
500,1,38.32
156,2,75.05
499,1,17.3
500,1,11.97
490,1,23.93
142,4,251.73
9,1,160.31
500,1,37.51
31,2,194.09
500,1,39.11
500,1,10.97
500,1,30.72
500,1,40.14
407,1,27.98
500,1,108.7
309,2,185.84
500,1,40.98
500,2,55.27
63,2,94.87
425,2,53.29
247,1,44.82
11,3,143.4
500,1,25.54
424,3,160.18
479,2,122.74
500,1,29.46
368,1,41.73
32,2,218.81
500,1,14.37
44,3,154.21
202,3,442.51
437,2,40.53
478,1,103.94
500,1,46.67
500,1,11.77
500,1,15.7
121,1,26.25
500,1,9.77
500,1,11.77
25,2,257.47
500,1,45.1
140,2,101.37
500,1,14.96
276,3,159.04
500,1,24.74
500,1,11.77
500,1,50.27
500,1,11.77
461,1,28.34
140,3,97.27
124,2,104.57
342,2,60.87
490,1,66.87
500,1,11.77
500,1,23.99
415,2,69.22
500,1,15.76
499,1,12.97
499,1,12.49
499,1,78.41
499,1,23.54
57,3,389.64
288,1,21.76
216,2,51.97
499,1,13.97
151,4,717.29
21,5,414.94
499,1,10.99
83,5,719.92
499,1,12.49
499,1,15.96
317,2,40.7
499,1,14.37
422,2,87.78
499,1,19.99
119,6,572.27
497,2,37.51
499,1,30.32
267,1,28.95
261,3,102.76
336,1,121.42
499,1,10.77
499,1,40.51
10,5,1846.34
493,2,46.08
494,1,21.94
499,1,23.54
499,1,9.77
310,3,126.56
499,1,58.77
499,1,8.77
499,1,24.9
499,1,25.77
346,1,27.45
358,1,79.6
330,3,239.62
499,1,22.54
499,1,73.71
499,1,103.73
499,1,15.36
499,1,30.32
198,2,211.18
45,4,331.53
499,1,10.77
499,1,45.06
39,2,225.19
395,2,378.38
407,3,145.26
24,5,816.61
412,1,18.27
499,1,29.92
499,1,44.69
499,1,16.36
152,1,68.36
136,2,66.33
107,4,459.8
476,2,50.75
499,1,12.49
499,1,15.36
194,3,264.07
499,1,29.92
499,1,11.97
34,2,134.9
499,1,12.77
371,2,174.89
38,6,726.47
424,1,118.14
499,1,83.77
499,1,31.32
9,3,295.33
247,1,40.45
490,1,13.54
437,2,94.39
469,1,23.54
499,1,75.97
499,1,92.79
9,4,249.48
469,2,93.84
248,3,120.36
215,2,173.2
20,3,193.34
335,2,100.64
499,1,12.49
214,3,229.95
499,1,20.99
499,1,9.77
339,1,44.35
114,2,61.47
164,2,105.11
499,1,56.49
499,1,14.37
231,2,220.76
417,1,54.67
499,1,33.31
499,1,49.37
499,1,41.93
499,1,20.97
14,4,422.23
499,1,42.71
499,1,11.77
479,1,59.9
29,2,338.49
106,3,442.35
499,1,32.37
452,3,434.97
499,1,31.32
499,1,39.31
499,1,25.73
499,1,21.99
11,2,47.01
7,3,334.24
67,2,94.0
43,2,244.38
499,1,16.36
499,1,14.37
490,2,79.65
70,4,392.61
68,3,157.92
335,2,109.96
499,1,49.94
499,1,51.67
499,1,12.77
78,1,90.16
474,1,35.48
499,1,44.74
474,1,28.13
19,2,268.36
121,2,58.67
72,2,44.14
499,1,21.54
482,2,95.19
413,1,20.54
499,1,9.98
499,1,33.51
499,1,12.77
23,2,65.97
38,2,162.25
499,1,19.99
499,1,11.77
342,1,18.93
2,2,171.52
457,1,30.72
499,1,15.96
499,1,9.77
444,1,60.05
499,1,12.49
87,5,467.68
499,1,20.76
64,1,119.8
95,3,267.87
499,1,10.77
174,2,44.53
499,1,28.76
499,1,10.77
150,3,121.7
499,1,14.37
133,5,461.75
499,1,13.97
276,2,75.7
9,5,258.8
499,1,15.36
499,1,27.94
3,4,374.47
450,1,24.74
499,1,15.36
499,1,24.35
499,1,51.31
499,1,11.77
499,1,15.36
357,1,20.54
25,2,159.68
390,2,183.93
499,1,55.76
485,1,34.76
264,1,33.76
141,2,71.68
10,2,111.66
499,1,29.98
499,1,12.49
499,1,15.99
35,2,135.61
244,2,64.4
143,3,136.36
342,2,93.71
93,2,111.91
478,1,14.99
234,3,262.33
445,1,29.16
499,1,28.99
499,1,11.77
260,1,29.36
499,1,36.31
499,1,32.92
499,1,24.95
499,1,21.99
8,3,375.25
499,1,58.32
73,1,50.44
87,4,311.26
499,1,15.36
499,1,13.97
499,1,13.97
499,1,78.0
499,1,14.96
499,1,17.97
499,1,6.77
91,2,54.8
499,1,12.97
499,1,31.99
499,1,34.99
499,1,16.99
499,1,11.77
56,2,47.75
495,1,29.92
499,1,13.97
20,3,165.73
8,2,166.53
499,1,22.74
305,2,54.9
499,1,10.78
499,1,18.36
498,1,11.56
490,1,59.07
499,1,23.99
499,1,15.96
499,1,13.97
66,4,298.59
499,1,15.36
432,1,27.94
58,1,48.72
489,2,99.68
499,1,21.76
499,1,26.14
499,1,214.95
371,1,30.32
499,1,29.99
499,1,13.97
448,5,322.66
499,1,13.97
27,3,251.79
499,1,17.9
22,4,433.08
204,1,32.25
499,1,22.99
481,2,35.12
499,1,11.77
499,1,10.77
499,1,9.77
399,3,267.09
499,1,11.77
499,1,27.94
423,1,80.15
499,1,214.51
39,2,80.7
499,1,17.3
318,1,30.72
20,4,597.13
56,5,408.36
499,1,9.97
499,1,14.96
497,1,30.32
499,1,11.77
97,4,291.61
476,1,29.92
61,1,27.26
499,1,14.96
360,1,28.56
499,1,6.79
290,1,116.79
58,3,193.94
499,1,25.74
475,2,51.9
437,1,31.74
499,1,24.94
471,2,71.64
305,1,19.96
211,2,117.18
44,3,127.27
499,1,15.36
66,2,81.1
16,2,214.63
156,2,39.83
236,2,190.13
499,1,20.3
311,3,582.39
324,4,490.1
499,1,15.36
483,2,69.67
499,1,14.9
191,2,101.34
28,1,38.8
82,2,94.17
74,1,50.03
498,1,37.94
498,1,55.47
498,1,28.93
456,2,62.25
371,3,107.4
498,1,27.73
317,1,51.35
499,1,9.77
498,1,58.66
498,1,16.99
498,1,10.77
498,1,33.4
478,2,32.72
498,1,15.96
498,1,17.9
170,3,106.7
498,1,14.37
83,4,165.73
239,2,42.92
209,2,97.64
493,1,28.93
496,1,14.96
498,1,75.39
296,1,39.73
498,1,18.76
498,1,15.76
120,2,44.87
498,1,155.37
498,1,40.09
455,1,53.44
496,1,58.36
115,2,113.3
88,2,53.2
104,2,93.03
74,2,178.87
498,1,28.99
497,1,46.75
38,16,3898.7
108,2,150.3
487,1,26.19
393,1,62.44
146,4,472.28
10,6,803.84
62,3,103.95
258,1,80.46
207,2,28.75
464,2,154.13
157,1,38.05
135,2,146.82
498,1,75.41
498,1,19.99
162,2,71.17
136,3,188.46
3,3,230.37
498,1,33.98
489,1,15.36
213,3,129.61
498,1,32.54
498,1,26.56
498,1,13.77
161,4,228.11
455,1,25.54
498,1,25.99
498,1,15.96
226,4,271.57
498,1,55.77
236,4,285.96
498,1,13.97
498,1,56.05
498,1,28.74
498,1,56.06
498,1,13.97
498,1,13.97
498,1,74.83
498,1,39.11
487,1,14.37
20,4,146.77
281,3,250.53
498,1,31.67
498,1,9.98
192,2,65.31
275,2,52.01
285,6,613.94
88,2,133.53
369,1,43.29
498,1,12.97
498,1,13.77
498,1,11.99
498,1,12.77
467,1,137.04
498,1,89.74
497,1,12.49
199,2,52.01
197,2,93.01
481,3,124.54
498,1,6.77
498,1,27.73
97,4,361.56
498,1,24.73
498,1,13.97
460,2,33.53
468,1,46.14
481,1,28.13
326,2,69.38
447,1,37.98
63,1,29.26
474,2,47.32
229,3,69.72
498,1,11.7
498,1,51.5
498,1,13.77
492,2,34.72
387,1,58.2
260,1,30.46
498,1,44.29
48,4,179.71
498,1,40.76
498,1,6.49
6,3,122.07
468,3,61.68
322,2,45.27
498,1,10.77
74,2,34.62
219,1,29.48
477,2,25.35
498,1,12.49
498,1,30.14
498,1,14.79
212,1,60.25
495,1,46.11
498,1,13.97
30,2,152.12
309,1,158.4
334,2,380.83
140,2,80.45
153,2,172.69
317,2,143.83
498,1,19.99
463,2,74.6
486,1,11.77
259,2,99.23
498,1,13.97
498,1,26.99
498,1,30.72
189,1,166.25
19,4,379.78
498,1,16.36
337,3,222.86
498,1,14.96
74,2,62.9
334,2,39.71
465,1,37.54
487,2,49.1
498,1,29.92
498,1,11.77
338,2,41.51
498,1,23.54
462,1,30.92
32,5,282.89
498,1,25.77
482,1,20.78
302,1,29.33
175,3,88.61
498,1,12.77
498,1,37.75
498,1,68.1
456,2,69.58
31,3,211.87
338,1,44.7
498,1,14.96
498,1,14.99
498,1,8.97
498,1,64.87
412,2,110.94
497,1,140.93
349,2,57.67
405,2,119.49
351,1,55.46
498,1,74.41
498,1,27.99
498,1,15.96
498,1,35.31
498,1,64.96
393,2,217.7
346,2,121.44
498,1,38.9
79,1,122.98
498,1,39.72
498,1,50.68
48,3,117.45
447,1,44.97
498,1,11.99
498,1,15.96
109,3,207.23
498,1,11.77
498,1,15.36
441,1,25.74
498,1,27.73
34,5,579.63
252,2,53.97
488,2,108.84
498,1,16.67
13,5,488.92
498,1,19.97
498,1,15.36
53,1,139.25
493,1,22.54
105,2,79.07
111,4,187.83
440,1,43.29
498,1,66.93
498,1,13.76
207,1,38.15
498,1,44.69
498,1,30.72
126,4,337.02
32,4,162.27
498,1,15.9
428,3,250.02
498,1,13.97
364,1,69.91
315,2,170.0
498,1,5.78
498,1,27.99
124,2,39.42
498,1,40.3
498,1,13.97
498,1,31.72
498,1,41.91
496,1,13.97
498,1,48.97
373,4,530.44
204,2,49.45
90,3,176.67
167,2,112.27
498,1,29.99
498,1,30.72
162,1,35.79
168,3,239.0
498,1,15.76
498,1,23.54
498,1,30.76
30,2,66.69
25,2,165.35
63,1,72.21
454,2,86.34
498,1,14.37
498,1,33.4
498,1,49.37
498,1,31.87
64,2,98.27
498,1,9.77
247,1,30.85
498,1,61.98
98,5,401.27
51,1,46.02
7,6,975.16
56,3,199.52
498,1,34.56
344,2,61.86
100,4,230.4
498,1,14.79
18,2,160.4
29,3,145.08
51,2,60.76
498,1,5.78
132,2,136.91
498,1,15.96
498,1,37.91
498,1,14.99
498,1,10.77
498,1,15.76
338,1,18.76
11,4,643.01
498,1,9.97
498,1,27.74
96,2,132.69
385,3,164.18
95,1,24.85
286,2,37.47
498,1,23.54
498,1,15.36
457,2,33.44
487,1,27.74
66,1,33.96
498,1,26.77
136,3,149.53
498,1,27.77
426,2,59.71
369,1,48.62
387,2,82.22
498,1,11.77
275,2,83.55
498,1,8.78
10,6,366.6
498,1,40.0
196,2,61.01
498,1,9.99
158,3,124.56
471,2,109.37
84,2,148.58
45,2,74.46
413,1,39.34
122,4,201.93
498,1,25.76
6,2,183.33
498,1,32.66
3,4,705.33
498,1,13.98
112,1,49.98
498,1,11.77
498,1,9.98
498,1,145.74
494,1,14.96
498,1,15.36
498,1,18.99
413,1,58.85
324,9,1452.44
131,3,169.78
91,4,302.03
372,4,231.21
168,5,412.39
495,1,28.93
493,1,28.31
351,1,86.41
498,1,14.37
277,3,148.12
376,1,30.32
46,4,350.74
25,2,181.45
253,3,127.96
114,2,170.59
498,1,4.79
498,1,25.35
498,1,83.97
498,1,11.77
15,5,274.88
370,2,63.65
435,1,27.73
401,2,104.53
24,7,1436.24
497,1,15.36
497,1,11.77
308,4,542.63
497,1,16.76
497,1,13.97
497,1,13.97
497,1,82.62
289,2,64.91
497,1,74.8
497,1,11.77
497,1,6.79
497,1,11.77
497,1,15.36
497,1,10.77
72,3,405.31
497,1,106.18
371,1,31.32
177,4,344.91
497,1,13.97
497,1,72.61
4,6,622.64
497,1,14.96
497,1,29.16
93,1,34.75
55,5,1183.82
497,1,22.77
283,3,348.25
16,2,157.92
